,User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1685,12328096,1,26,163.0,57.0,20.0,92.0,40.8,93.0
1686,13018937,1,25,164.0,62.0,4.0,86.0,38.8,16.0
1687,18849126,1,52,170.0,64.0,8.0,88.0,39.8,37.0
1688,16408479,0,61,185.0,85.0,2.0,73.0,38.2,5.0
1689,13589867,1,35,167.0,63.0,20.0,103.0,40.4,118.0
1690,13130803,0,26,197.0,101.0,3.0,86.0,38.5,10.0
1691,16894712,1,33,167.0,65.0,16.0,92.0,40.1,74.0
1692,18089110,0,48,199.0,103.0,15.0,96.0,40.3,88.0
1693,10155559,0,20,176.0,80.0,18.0,101.0,40.4,86.0
1694,18607938,1,73,190.0,91.0,18.0,103.0,40.1,111.0
1695,10846576,0,27,158.0,65.0,9.0,87.0,39.4,24.0
1696,14421345,1,42,155.0,57.0,22.0,110.0,40.6,151.0
1697,16716471,0,38,181.0,82.0,24.0,101.0,40.9,136.0
1698,18970960,0,36,195.0,100.0,4.0,77.0,39.0,9.0
1699,10224390,0,69,177.0,76.0,15.0,102.0,40.3,108.0
1700,15934903,0,21,197.0,89.0,9.0,83.0,39.8,21.0
1701,13854199,1,53,167.0,69.0,30.0,110.0,41.0,206.0
1702,16044841,0,26,187.0,84.0,17.0,104.0,40.3,95.0
1703,18716245,1,28,139.0,42.0,9.0,93.0,40.0,45.0
1704,10365426,1,23,172.0,65.0,26.0,108.0,40.6,161.0
1705,10157076,1,64,176.0,74.0,6.0,97.0,39.1,34.0
1706,18316902,1,47,166.0,64.0,21.0,107.0,40.6,137.0
1707,14533728,0,50,193.0,99.0,3.0,81.0,38.3,11.0
1708,10030155,1,49,185.0,79.0,27.0,102.0,41.2,157.0
1709,13999064,1,28,161.0,58.0,21.0,100.0,40.4,116.0
1710,19583303,1,24,171.0,64.0,13.0,89.0,39.8,54.0
1711,17689475,1,33,140.0,45.0,12.0,90.0,39.5,57.0
1712,16642813,1,72,165.0,69.0,4.0,86.0,38.7,19.0
1713,12736185,0,60,192.0,98.0,10.0,91.0,39.8,56.0
1714,14706546,1,51,168.0,66.0,11.0,84.0,40.1,45.0
1715,14022979,0,75,188.0,96.0,21.0,103.0,40.4,169.0
1716,12792706,0,47,187.0,95.0,12.0,90.0,40.4,57.0
1717,15420566,1,46,170.0,69.0,26.0,103.0,40.6,156.0
1718,17557831,1,37,159.0,62.0,9.0,89.0,39.6,40.0
1719,14312118,0,30,194.0,91.0,26.0,112.0,40.7,185.0
1720,18857418,1,56,149.0,49.0,14.0,92.0,40.1,74.0
1721,12764118,0,40,172.0,69.0,16.0,102.0,40.3,90.0
1722,12226404,1,26,170.0,63.0,22.0,106.0,40.4,133.0
1723,16250058,1,45,170.0,62.0,8.0,86.0,39.4,34.0
1724,17554153,0,41,200.0,103.0,18.0,103.0,40.5,118.0
1725,15880408,1,23,143.0,45.0,4.0,91.0,39.3,19.0
1726,11492514,0,49,171.0,71.0,27.0,107.0,40.8,185.0
1727,17615160,1,23,161.0,55.0,3.0,83.0,38.3,11.0
1728,17418995,1,25,168.0,66.0,9.0,91.0,39.7,39.0
1729,17850748,0,53,179.0,78.0,20.0,93.0,40.8,102.0
1730,17227640,0,43,193.0,92.0,13.0,104.0,40.0,85.0
1731,17261510,1,37,161.0,57.0,3.0,78.0,38.7,10.0
1732,14524071,1,34,160.0,63.0,29.0,119.0,41.3,220.0
1733,18687349,1,55,160.0,62.0,19.0,95.0,40.7,103.0
1734,14376196,0,32,186.0,86.0,3.0,80.0,38.5,7.0
1735,17974635,0,53,179.0,79.0,9.0,86.0,39.7,37.0
1736,13412913,1,33,178.0,72.0,9.0,89.0,39.9,38.0
1737,16333560,0,20,189.0,92.0,28.0,108.0,40.9,170.0
1738,11793437,1,22,173.0,73.0,7.0,85.0,39.1,25.0
1739,18752018,0,47,167.0,74.0,18.0,103.0,40.0,112.0
1740,11813226,1,35,160.0,58.0,2.0,77.0,38.2,6.0
1741,17124674,0,20,190.0,86.0,22.0,103.0,40.7,114.0
1742,11694485,1,31,149.0,48.0,7.0,87.0,39.8,30.0
1743,19896929,1,42,178.0,72.0,23.0,104.0,40.6,138.0
1744,19318419,0,57,192.0,97.0,17.0,96.0,40.4,105.0
1745,16901819,0,37,185.0,85.0,10.0,90.0,39.6,40.0
1746,11963924,1,70,179.0,80.0,22.0,105.0,40.5,143.0
1747,19713379,0,31,183.0,81.0,8.0,78.0,39.7,15.0
1748,14500931,0,30,197.0,95.0,12.0,91.0,40.2,49.0
1749,15467028,0,61,169.0,75.0,24.0,106.0,41.1,177.0
1750,12450308,1,35,159.0,63.0,19.0,92.0,40.4,90.0
1751,18375383,1,67,167.0,63.0,12.0,89.0,40.0,59.0
1752,18097581,0,72,187.0,83.0,24.0,105.0,40.8,190.0
1753,15891252,1,25,175.0,73.0,10.0,86.0,39.8,38.0
1754,17694353,1,60,169.0,64.0,16.0,98.0,40.2,93.0
1755,18690190,0,23,186.0,93.0,19.0,108.0,40.2,118.0
1756,18729355,1,67,154.0,58.0,9.0,92.0,39.9,48.0
1757,17062945,1,49,164.0,62.0,2.0,84.0,38.5,8.0
1758,18331538,1,30,163.0,64.0,14.0,89.0,40.4,60.0
1759,15482868,1,66,145.0,52.0,24.0,110.0,40.5,176.0
1760,14078000,1,32,182.0,81.0,4.0,92.0,39.1,18.0
1761,18094630,0,38,171.0,76.0,25.0,101.0,40.9,138.0
1762,15863427,0,24,187.0,85.0,9.0,75.0,39.9,10.0
1763,13055947,1,29,173.0,66.0,19.0,92.0,40.4,87.0
1764,18242911,1,32,162.0,63.0,14.0,88.0,39.9,59.0
1765,12161877,0,56,182.0,86.0,20.0,105.0,40.7,144.0
1766,10315717,1,67,155.0,56.0,4.0,74.0,39.0,14.0
1767,14551120,1,44,168.0,67.0,19.0,81.0,40.5,69.0
1768,12071382,1,60,158.0,59.0,4.0,77.0,38.6,14.0
1769,13327512,0,36,196.0,103.0,10.0,99.0,39.7,57.0
1770,11917056,1,69,138.0,44.0,22.0,102.0,40.4,146.0
1771,11702556,1,24,164.0,61.0,16.0,81.0,40.0,54.0
1772,12832993,1,45,168.0,60.0,12.0,83.0,40.0,48.0
1773,11611546,0,20,200.0,94.0,25.0,103.0,40.7,134.0
1774,18923889,0,28,180.0,81.0,28.0,108.0,41.2,174.0
1775,11280125,0,57,197.0,93.0,2.0,82.0,38.4,8.0
1776,10170142,0,55,182.0,87.0,12.0,95.0,39.8,68.0
1777,13092174,1,53,150.0,54.0,15.0,86.0,40.2,68.0
1778,19810935,0,40,186.0,92.0,23.0,105.0,40.8,151.0
1779,18365578,1,55,184.0,73.0,16.0,97.0,40.1,87.0
1780,15996193,0,49,187.0,86.0,11.0,90.0,39.8,51.0
1781,14680690,1,45,174.0,77.0,15.0,97.0,40.4,78.0
1782,16196279,0,56,190.0,95.0,5.0,82.0,39.0,20.0
1783,14478823,0,32,151.0,58.0,19.0,99.0,40.6,87.0
1784,13074169,0,33,189.0,88.0,10.0,90.0,39.7,39.0
1785,10067456,1,39,169.0,62.0,29.0,113.0,41.0,204.0
1786,18327253,0,24,190.0,92.0,13.0,91.0,40.0,48.0
1787,18411334,0,26,197.0,99.0,30.0,118.0,41.1,240.0
1788,15883945,0,24,173.0,70.0,1.0,79.0,37.7,1.0
1789,16359045,0,34,170.0,68.0,23.0,103.0,40.5,126.0
1790,19090637,0,44,186.0,86.0,13.0,101.0,40.0,79.0
1791,13725013,0,28,186.0,78.0,19.0,91.0,40.2,68.0
1792,14103375,1,32,149.0,49.0,15.0,93.0,40.3,74.0
1793,19855548,0,21,189.0,90.0,23.0,103.0,40.9,122.0
1794,13566344,0,55,195.0,100.0,21.0,100.0,40.9,141.0
1795,18809970,1,78,179.0,80.0,21.0,100.0,40.8,128.0
1796,13912212,0,31,193.0,97.0,9.0,94.0,39.7,41.0
1797,17984882,0,22,188.0,85.0,3.0,87.0,38.2,9.0
1798,13538652,1,56,177.0,76.0,11.0,86.0,39.6,47.0
1799,12370784,0,36,171.0,75.0,13.0,90.0,40.3,49.0
1800,15718541,1,27,146.0,49.0,22.0,98.0,40.5,119.0
1801,11731299,1,54,179.0,72.0,28.0,110.0,40.9,192.0
1802,12627486,0,23,190.0,95.0,27.0,104.0,40.5,153.0
1803,17091336,0,21,175.0,71.0,3.0,88.0,38.7,8.0
1804,16028391,0,25,176.0,75.0,21.0,102.0,40.4,106.0
1805,17714687,1,76,174.0,69.0,12.0,86.0,39.9,57.0
1806,16077223,1,31,157.0,58.0,24.0,104.0,40.4,144.0
1807,13568528,0,67,177.0,77.0,3.0,77.0,38.3,10.0
1808,19021959,0,64,184.0,87.0,12.0,89.0,40.0,63.0
1809,15760196,0,39,203.0,103.0,2.0,74.0,38.2,4.0
1810,19884130,1,21,153.0,56.0,29.0,115.0,40.9,204.0
1811,10684961,0,26,184.0,86.0,8.0,96.0,39.4,35.0
1812,16689737,1,27,172.0,69.0,24.0,104.0,41.0,138.0
1813,19926530,0,20,183.0,87.0,25.0,106.0,40.1,141.0
1814,13774084,0,77,170.0,74.0,24.0,107.0,40.8,199.0
1815,19121335,1,31,168.0,69.0,6.0,86.0,39.0,24.0
1816,15484767,0,42,180.0,83.0,28.0,114.0,40.8,219.0
1817,14933337,1,21,169.0,64.0,24.0,104.0,41.0,138.0
1818,14710903,1,27,163.0,60.0,4.0,82.0,38.7,14.0
1819,18733738,1,26,144.0,44.0,15.0,88.0,40.2,66.0
1820,14472759,1,30,142.0,52.0,30.0,104.0,40.9,182.0
1821,12441066,1,59,155.0,55.0,20.0,96.0,40.4,113.0
1822,10027237,0,30,181.0,79.0,10.0,95.0,40.1,43.0
1823,16442004,1,27,167.0,63.0,15.0,104.0,40.2,88.0
1824,17216441,0,30,185.0,87.0,10.0,87.0,39.7,33.0
1825,15744005,1,26,163.0,62.0,15.0,97.0,40.2,77.0
1826,10194818,1,60,161.0,64.0,21.0,100.0,40.3,126.0
1827,17472819,1,76,151.0,55.0,27.0,112.0,40.5,207.0
1828,17153960,1,48,158.0,54.0,4.0,91.0,38.9,20.0
1829,15711049,0,28,168.0,75.0,25.0,101.0,40.9,126.0
1830,10888484,1,20,170.0,59.0,6.0,83.0,39.3,21.0
1831,14890041,1,30,167.0,66.0,27.0,99.0,40.9,144.0
1832,12405045,0,46,174.0,80.0,2.0,89.0,38.1,8.0
1833,19188007,0,42,179.0,80.0,8.0,93.0,39.4,37.0
1834,15320337,1,58,149.0,54.0,24.0,107.0,40.4,164.0
1835,18667371,0,59,187.0,93.0,6.0,85.0,39.3,27.0
1836,17535808,1,26,170.0,66.0,20.0,107.0,40.3,122.0
1837,15513005,1,47,155.0,57.0,21.0,99.0,40.7,121.0
1838,10426947,1,32,157.0,52.0,20.0,100.0,40.3,113.0
1839,17030954,0,44,184.0,89.0,14.0,96.0,40.2,75.0
1840,12360682,1,54,175.0,71.0,11.0,88.0,39.7,50.0
1841,14448911,0,28,181.0,82.0,3.0,83.0,38.6,7.0
1842,19653174,0,60,194.0,101.0,13.0,92.0,39.7,75.0
1843,13091819,1,42,152.0,58.0,9.0,97.0,39.8,49.0
1844,18252836,1,63,162.0,61.0,27.0,102.0,41.0,170.0
1845,19017324,1,32,161.0,59.0,25.0,110.0,40.7,166.0
1846,12527262,1,30,157.0,55.0,17.0,95.0,40.3,86.0
1847,14426620,1,30,157.0,52.0,23.0,96.0,40.5,120.0
1848,18542341,1,40,169.0,70.0,18.0,97.0,40.5,94.0
1849,18276352,0,21,184.0,87.0,10.0,96.0,39.9,42.0
1850,17026726,0,75,188.0,98.0,7.0,95.0,39.2,48.0
1851,19111574,0,49,181.0,84.0,28.0,104.0,40.8,187.0
1852,11710211,0,44,175.0,79.0,19.0,95.0,40.7,95.0
1853,16960633,0,23,175.0,75.0,15.0,97.0,40.3,63.0
1854,12556007,1,44,183.0,82.0,20.0,103.0,40.4,116.0
1855,17185493,0,29,180.0,82.0,19.0,103.0,40.5,105.0
1856,10553432,0,54,190.0,94.0,8.0,86.0,39.8,35.0
1857,12682880,0,66,189.0,88.0,8.0,85.0,39.8,38.0
1858,11085102,0,34,191.0,96.0,15.0,101.0,40.3,87.0
1859,15874706,1,28,175.0,71.0,6.0,83.0,39.3,21.0
1860,16573075,1,46,155.0,60.0,10.0,98.0,39.8,56.0
1861,17917302,1,25,167.0,65.0,14.0,94.0,39.8,66.0
1862,18247922,0,55,195.0,102.0,8.0,85.0,39.5,36.0
1863,15816735,1,65,153.0,55.0,18.0,103.0,40.5,117.0
1864,18150920,0,23,179.0,80.0,29.0,101.0,41.0,142.0
1865,15734753,1,20,178.0,70.0,5.0,81.0,39.5,16.0
1866,10304544,1,63,175.0,72.0,9.0,86.0,39.2,40.0
1867,12801312,1,59,169.0,69.0,1.0,82.0,38.0,4.0
1868,10129534,0,23,177.0,85.0,22.0,113.0,40.7,150.0
1869,19109837,1,48,154.0,57.0,2.0,91.0,38.6,10.0
1870,16735618,1,54,154.0,58.0,7.0,82.0,39.4,28.0
1871,10171710,0,45,187.0,91.0,25.0,109.0,41.0,185.0
1872,19323323,0,24,174.0,80.0,12.0,99.0,40.1,56.0
1873,15128413,1,26,176.0,63.0,17.0,92.0,40.5,77.0
1874,11411479,1,79,158.0,62.0,13.0,85.0,40.0,62.0
1875,11273113,1,59,154.0,55.0,9.0,101.0,39.7,56.0
1876,10543650,1,55,164.0,63.0,6.0,84.0,39.3,25.0
1877,19558872,0,28,169.0,75.0,15.0,100.0,40.6,73.0
1878,17768260,1,23,148.0,47.0,8.0,87.0,39.5,33.0
1879,15594857,0,41,178.0,84.0,1.0,79.0,37.7,3.0
1880,18213523,1,50,160.0,53.0,27.0,107.0,40.8,181.0
1881,13536322,1,35,143.0,44.0,16.0,95.0,40.1,85.0
1882,18933605,1,20,157.0,56.0,26.0,103.0,40.4,149.0
1883,10216276,0,57,180.0,87.0,19.0,90.0,40.2,96.0
1884,19193286,1,24,170.0,67.0,8.0,95.0,39.4,38.0
1885,15552704,1,63,155.0,58.0,14.0,88.0,40.2,68.0
1886,16852884,1,64,148.0,50.0,28.0,112.0,40.8,211.0
1887,17026665,0,27,178.0,81.0,11.0,96.0,40.0,48.0
1888,16872413,1,29,160.0,60.0,2.0,80.0,38.2,7.0
1889,18442309,0,26,169.0,73.0,10.0,85.0,39.8,25.0
1890,17580254,1,68,162.0,59.0,13.0,93.0,40.0,71.0
1891,13859275,1,46,151.0,51.0,28.0,108.0,40.9,190.0
1892,18263717,0,25,181.0,84.0,19.0,102.0,40.6,99.0
1893,11409364,0,73,179.0,87.0,10.0,91.0,39.6,60.0
1894,14226839,1,41,157.0,59.0,3.0,85.0,38.6,12.0
1895,18359199,0,71,186.0,82.0,19.0,100.0,40.2,135.0
1896,16332594,1,59,135.0,38.0,17.0,98.0,40.4,104.0
1897,10488774,1,67,173.0,73.0,1.0,88.0,38.0,5.0
1898,10561782,0,57,175.0,82.0,22.0,112.0,40.2,181.0
1899,11980382,0,43,175.0,79.0,5.0,83.0,39.4,16.0
1900,15952846,0,73,188.0,95.0,21.0,103.0,40.4,167.0
1901,14662497,1,33,170.0,64.0,28.0,105.0,40.6,169.0
1902,11237152,0,42,182.0,87.0,21.0,107.0,40.1,144.0
1903,19113921,0,52,201.0,105.0,23.0,104.0,40.7,168.0
1904,18468299,0,73,184.0,82.0,27.0,104.0,40.7,211.0
1905,15225091,0,22,181.0,78.0,15.0,87.0,40.3,40.0
1906,18799338,1,45,158.0,57.0,24.0,110.0,40.5,165.0
1907,10210809,0,39,174.0,76.0,17.0,83.0,40.5,49.0
1908,14546209,1,47,174.0,73.0,28.0,101.0,40.9,161.0
1909,14839747,0,67,212.0,124.0,16.0,87.0,40.1,94.0
1910,10134201,0,48,186.0,85.0,17.0,88.0,40.6,72.0
1911,17781417,1,75,157.0,61.0,5.0,77.0,39.2,19.0
1912,15146091,0,34,184.0,84.0,30.0,103.0,40.7,174.0
1913,16546834,0,20,192.0,91.0,12.0,97.0,40.1,53.0
1914,17763472,1,27,162.0,58.0,13.0,88.0,40.3,55.0
1915,16092509,0,36,185.0,79.0,6.0,89.0,39.1,22.0
1916,15637504,1,21,165.0,61.0,15.0,85.0,40.4,56.0
1917,12826306,0,22,189.0,93.0,3.0,76.0,38.4,4.0
1918,17749763,1,31,179.0,73.0,18.0,91.0,40.3,79.0
1919,11586141,0,31,191.0,94.0,19.0,98.0,40.3,98.0
1920,19852884,0,21,179.0,74.0,3.0,81.0,38.6,5.0
1921,12274315,1,25,166.0,68.0,12.0,100.0,40.2,64.0
1922,14545182,1,50,177.0,73.0,6.0,88.0,39.3,26.0
1923,19184527,0,31,192.0,96.0,12.0,95.0,40.4,57.0
1924,12571478,0,45,190.0,87.0,14.0,98.0,40.0,79.0
1925,10485314,1,30,160.0,59.0,19.0,98.0,40.6,101.0
1926,12628830,0,74,200.0,109.0,17.0,99.0,40.1,131.0
1927,13289694,0,57,182.0,84.0,28.0,108.0,40.9,215.0
1928,18612460,1,41,188.0,79.0,25.0,102.0,40.4,142.0
1929,11618424,0,72,195.0,99.0,15.0,99.0,40.4,111.0
1930,14909143,0,67,186.0,89.0,29.0,110.0,41.1,249.0
1931,18430323,0,47,182.0,89.0,30.0,113.0,41.1,242.0
1932,19580552,1,55,170.0,72.0,21.0,99.0,40.7,119.0
1933,12631109,0,77,203.0,102.0,15.0,94.0,40.1,104.0
1934,18680726,0,58,172.0,77.0,6.0,80.0,39.3,20.0
1935,13811073,1,29,176.0,67.0,13.0,88.0,40.1,54.0
1936,12596444,1,52,165.0,65.0,7.0,93.0,39.0,36.0
1937,19292897,0,68,183.0,90.0,24.0,104.0,40.8,186.0
1938,18415120,0,37,182.0,82.0,11.0,89.0,39.8,42.0
1939,15136610,1,36,167.0,69.0,12.0,95.0,39.8,60.0
1940,15246189,1,39,163.0,60.0,12.0,91.0,40.2,57.0
1941,11009980,1,20,155.0,51.0,11.0,86.0,39.9,44.0
1942,16884579,1,21,167.0,64.0,13.0,90.0,40.1,55.0
1943,16268386,0,31,193.0,98.0,2.0,87.0,38.5,7.0
1944,18655705,1,38,162.0,60.0,19.0,96.0,40.5,99.0
1945,17004999,1,21,180.0,75.0,20.0,100.0,40.6,103.0
1946,15719713,1,49,171.0,64.0,6.0,89.0,39.6,28.0
1947,19140214,0,31,179.0,82.0,6.0,87.0,39.1,19.0
1948,17465417,1,28,159.0,56.0,11.0,93.0,40.0,53.0
1949,16347135,1,54,162.0,59.0,24.0,114.0,40.8,179.0
1950,12834296,0,33,186.0,83.0,24.0,116.0,40.3,185.0
1951,18198579,0,67,181.0,84.0,9.0,93.0,39.9,53.0
1952,10842264,1,22,163.0,59.0,16.0,104.0,40.1,93.0
1953,19929063,1,49,172.0,69.0,23.0,104.0,40.7,142.0
1954,16403093,0,46,171.0,73.0,26.0,101.0,40.7,152.0
1955,17909757,1,43,166.0,66.0,12.0,89.0,40.1,54.0
1956,12387955,1,40,160.0,59.0,7.0,81.0,39.8,26.0
1957,10387714,1,32,163.0,66.0,19.0,101.0,40.7,106.0
1958,17786931,0,54,186.0,90.0,7.0,84.0,39.4,28.0
1959,12015336,0,25,193.0,86.0,23.0,101.0,40.5,118.0
1960,19585696,1,58,167.0,62.0,28.0,105.0,40.7,183.0
1961,19981365,0,74,189.0,87.0,9.0,93.0,39.8,57.0
1962,18544417,0,43,184.0,88.0,4.0,89.0,39.2,17.0
1963,15006801,0,54,180.0,79.0,19.0,105.0,40.3,132.0
1964,14608298,1,47,173.0,69.0,1.0,80.0,37.3,4.0
1965,12851776,1,41,149.0,54.0,26.0,102.0,40.7,156.0
1966,15099951,0,22,194.0,93.0,8.0,90.0,39.6,28.0
1967,14805647,1,64,163.0,60.0,24.0,103.0,40.4,155.0
1968,15593520,1,53,177.0,77.0,17.0,95.0,40.1,88.0
1969,18256224,0,22,163.0,62.0,4.0,86.0,38.3,9.0
1970,10429524,1,32,153.0,55.0,8.0,89.0,39.5,36.0
1971,13841133,1,56,162.0,66.0,7.0,88.0,39.4,32.0
1972,12729324,1,51,180.0,76.0,8.0,86.0,39.3,33.0
1973,11315992,1,53,171.0,68.0,24.0,102.0,41.1,145.0
1974,18072181,0,22,186.0,81.0,21.0,101.0,40.3,102.0
1975,12383913,1,24,157.0,56.0,15.0,98.0,39.7,79.0
1976,10469759,1,20,162.0,57.0,12.0,95.0,39.8,58.0
1977,16803455,1,22,150.0,52.0,22.0,102.0,40.7,125.0
1978,12305352,0,39,165.0,69.0,30.0,108.0,41.0,195.0
1979,13114604,1,49,161.0,57.0,10.0,89.0,40.2,47.0
1980,18246392,0,68,190.0,99.0,19.0,98.0,40.4,133.0
1981,14710699,0,37,172.0,77.0,22.0,105.0,40.5,134.0
1982,14174462,1,41,180.0,73.0,29.0,119.0,41.1,219.0
1983,13315933,0,44,192.0,94.0,28.0,109.0,41.1,208.0
1984,18417736,0,36,197.0,96.0,23.0,97.0,40.4,121.0
1985,19757705,0,44,173.0,69.0,27.0,107.0,40.9,178.0
1986,17883346,1,48,175.0,69.0,21.0,101.0,40.3,122.0
1987,14087143,0,22,200.0,104.0,17.0,92.0,40.3,68.0
1988,17810504,1,64,170.0,69.0,11.0,85.0,39.7,48.0
1989,11122624,1,39,174.0,74.0,26.0,106.0,40.8,159.0
1990,18725655,1,52,169.0,70.0,14.0,99.0,40.4,79.0
1991,15351170,0,20,193.0,98.0,22.0,100.0,40.7,110.0
1992,19260401,1,38,157.0,57.0,5.0,83.0,39.3,19.0
1993,10966499,1,64,167.0,64.0,17.0,101.0,40.1,105.0
1994,15377942,0,65,204.0,112.0,25.0,106.0,40.9,209.0
1995,17894176,0,21,173.0,71.0,28.0,111.0,40.9,171.0
1996,11217124,1,44,180.0,74.0,13.0,98.0,39.9,70.0
1997,13451711,1,67,191.0,91.0,26.0,99.0,40.7,147.0
1998,19973268,1,59,156.0,56.0,10.0,98.0,39.9,59.0
1999,18059938,0,51,187.0,91.0,24.0,98.0,40.9,145.0
2000,10029380,1,64,176.0,77.0,27.0,112.0,40.8,194.0
2001,15659810,0,27,180.0,83.0,13.0,93.0,40.2,51.0
2002,11480876,0,58,199.0,102.0,15.0,91.0,40.4,83.0
2003,16496960,1,63,173.0,67.0,24.0,110.0,40.6,170.0
2004,14674170,1,59,154.0,56.0,23.0,102.0,40.8,145.0
2005,16335507,1,43,152.0,56.0,25.0,105.0,40.6,158.0
2006,19884433,1,50,165.0,71.0,21.0,101.0,40.4,122.0
2007,17376998,1,65,137.0,41.0,3.0,83.0,38.7,14.0
2008,18040047,0,49,177.0,78.0,23.0,106.0,40.9,158.0
2009,19712626,1,44,168.0,70.0,18.0,94.0,40.3,90.0
2010,11787901,0,42,179.0,81.0,16.0,87.0,40.3,60.0
2011,18210368,1,52,161.0,64.0,24.0,96.0,41.0,130.0
2012,16733217,1,79,166.0,71.0,5.0,98.0,38.9,30.0
2013,14350302,0,45,183.0,85.0,17.0,100.0,40.2,101.0
2014,17211607,0,36,184.0,93.0,11.0,93.0,39.8,51.0
2015,19169187,1,39,181.0,78.0,6.0,88.0,39.4,25.0
2016,13009293,0,59,169.0,76.0,8.0,78.0,39.4,25.0
2017,17272346,0,36,183.0,88.0,6.0,88.0,38.8,22.0
2018,11194310,1,78,152.0,57.0,12.0,83.0,40.0,55.0
2019,15335118,0,38,190.0,94.0,28.0,118.0,40.7,238.0
2020,17673217,0,22,207.0,110.0,1.0,81.0,37.8,2.0
2021,11472319,0,71,187.0,92.0,27.0,109.0,40.4,234.0
2022,16098146,0,55,194.0,100.0,11.0,92.0,39.4,61.0
2023,19805700,0,40,190.0,90.0,4.0,86.0,39.1,15.0
2024,15381428,1,44,148.0,53.0,8.0,87.0,39.8,36.0
2025,10488201,1,37,176.0,73.0,3.0,82.0,38.8,11.0
2026,15549903,0,55,180.0,86.0,26.0,104.0,40.3,183.0
2027,19748695,1,45,159.0,65.0,27.0,113.0,40.8,192.0
2028,19691231,1,20,155.0,60.0,21.0,102.0,40.5,117.0
2029,13585639,0,36,200.0,100.0,7.0,85.0,39.5,25.0
2030,10831861,1,37,144.0,47.0,17.0,96.0,40.0,92.0
2031,12561687,0,46,180.0,78.0,25.0,99.0,40.7,142.0
2032,13227061,0,55,194.0,102.0,10.0,88.0,40.0,50.0
2033,11919872,0,29,177.0,81.0,1.0,78.0,37.7,2.0
2034,19729140,0,75,196.0,99.0,29.0,99.0,41.0,218.0
2035,18181413,0,34,178.0,80.0,21.0,106.0,40.4,130.0
2036,15801734,0,33,188.0,83.0,17.0,93.0,40.5,72.0
2037,18014904,1,50,155.0,59.0,18.0,113.0,40.3,131.0
2038,12734542,0,34,179.0,73.0,5.0,85.0,39.2,14.0
2039,10104386,1,52,179.0,76.0,9.0,90.0,39.8,42.0
2040,18467206,1,32,188.0,77.0,17.0,88.0,40.7,69.0
2041,16256626,0,23,191.0,96.0,7.0,89.0,39.0,24.0
2042,13563263,1,67,175.0,74.0,25.0,103.0,41.0,158.0
2043,10440656,0,58,212.0,111.0,20.0,95.0,40.3,127.0
2044,11185966,0,60,173.0,79.0,26.0,98.0,40.7,161.0
2045,12258799,1,25,157.0,59.0,11.0,82.0,39.7,39.0
2046,11890833,0,43,205.0,113.0,28.0,119.0,41.0,260.0
2047,19846403,0,62,185.0,86.0,3.0,90.0,38.5,16.0
2048,12119217,0,52,175.0,82.0,9.0,91.0,39.6,43.0
2049,11504158,1,57,159.0,52.0,17.0,98.0,40.4,100.0
2050,15282370,0,20,173.0,71.0,13.0,99.0,40.1,55.0
2051,18972625,1,40,165.0,61.0,1.0,86.0,38.0,4.0
2052,17017380,0,24,163.0,66.0,19.0,118.0,40.5,137.0
2053,11230987,0,30,203.0,99.0,3.0,87.0,38.5,11.0
2054,18385028,1,58,185.0,80.0,19.0,103.0,40.4,115.0
2055,11700532,1,75,143.0,49.0,15.0,86.0,40.3,75.0
2056,16118167,0,21,180.0,76.0,1.0,74.0,37.6,1.0
2057,15792811,0,33,193.0,91.0,13.0,89.0,40.3,50.0
2058,10235459,0,22,183.0,84.0,1.0,76.0,37.8,1.0
2059,15277345,0,24,190.0,95.0,13.0,93.0,40.2,53.0
2060,13479357,0,68,178.0,77.0,8.0,89.0,39.8,42.0
2061,17305942,0,78,195.0,97.0,25.0,103.0,40.5,205.0
2062,16457911,1,25,151.0,57.0,15.0,95.0,40.2,74.0
2063,15772993,1,42,178.0,74.0,19.0,97.0,40.4,99.0
2064,19067668,1,60,189.0,83.0,3.0,86.0,38.3,13.0
2065,18694120,0,67,189.0,94.0,23.0,100.0,40.8,165.0
2066,11969125,1,25,159.0,60.0,7.0,94.0,39.4,34.0
2067,18993256,0,73,185.0,88.0,10.0,92.0,39.7,61.0
2068,17489797,1,43,164.0,63.0,23.0,106.0,40.9,146.0
2069,18694030,1,38,166.0,61.0,28.0,115.0,40.8,203.0
2070,11131422,0,37,186.0,88.0,15.0,102.0,39.9,88.0
2071,13798386,0,48,192.0,88.0,24.0,107.0,40.8,172.0
2072,18128694,0,65,201.0,104.0,7.0,78.0,39.6,28.0
2073,12210089,0,30,178.0,76.0,8.0,81.0,39.9,17.0
2074,16474431,0,23,186.0,86.0,24.0,97.0,41.0,106.0
2075,17338250,1,24,170.0,64.0,2.0,79.0,38.1,6.0
2076,12494107,1,47,149.0,54.0,6.0,87.0,39.5,27.0
2077,10753178,0,29,181.0,78.0,6.0,91.0,39.3,22.0
2078,15496770,1,53,165.0,67.0,21.0,104.0,40.8,131.0
2079,10042786,1,53,166.0,68.0,29.0,105.0,40.8,184.0
2080,12913399,1,55,157.0,57.0,27.0,101.0,40.8,165.0
2081,18647795,1,55,169.0,71.0,9.0,91.0,39.7,44.0
2082,19531529,1,71,160.0,63.0,3.0,83.0,38.7,13.0
